date,plant_id,operator,uf,municipality,cap_biometano_m3d,cap_biogas_m3d,vol_biogas_m3d,util_pct
2022-12-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,3.0,0
2023-01-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,2.0,0
2023-02-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,3.0,0
2023-03-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,2.0,0
2023-04-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,2.0,0
2023-05-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,3.0,0
2023-06-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,3.0,0
2023-07-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,2.0,0
2023-08-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,3.0,0
2023-09-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,14.0,0
2023-10-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,17.0,0
2023-11-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,19.0,0
2023-12-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,16.0,0
2024-01-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,17.0,0
2024-02-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,22.0,0
2024-03-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,21.0,0
2024-04-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,19.0,0
2024-05-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,20.0,0
2024-06-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,21.0,0
2024-07-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,25.0,0
2024-08-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,30.0,0
2024-09-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,28.0,0
2024-10-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,20.0,0
2024-11-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,26.0,0
2024-12-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,16.0,0
2025-01-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,22.0,0
2025-02-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,23.0,0
2025-03-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,26.0,0
2025-04-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,19.0,0
2025-05-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,17.0,0
2025-06-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,24.0,0
2025-07-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,25.0,0
2025-08-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,23913.0,46
2025-09-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,21817.0,42
2025-10-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,25414.0,49
2025-11-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,23390.0,45
2025-12-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,15438.0,30
2026-01-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,16464.0,32
2026-02-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,20035.0,39
2026-03-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,18810.0,36
2026-04-01,sp_cocal_narandiba,COCAL ENERGIA S.A.,SP,NARANDIBA,27112.0,51600.0,19087.0,37
2026-01-01,sp_cocal_paraguacu,COCAL ENERGIA PPT PARTICIPAÇÕES LTDA,SP,PARAGUACU PAULISTA,60000.0,127200.0,0.0,0
2026-02-01,sp_cocal_paraguacu,COCAL ENERGIA PPT PARTICIPAÇÕES LTDA,SP,PARAGUACU PAULISTA,60000.0,127200.0,0.0,0
2026-03-01,sp_cocal_paraguacu,COCAL ENERGIA PPT PARTICIPAÇÕES LTDA,SP,PARAGUACU PAULISTA,60000.0,127200.0,0.0,0
2026-04-01,sp_cocal_paraguacu,COCAL ENERGIA PPT PARTICIPAÇÕES LTDA,SP,PARAGUACU PAULISTA,60000.0,127200.0,0.0,0
2025-02-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,0.0,0
2025-03-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,0.0,0
2025-04-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,0.0,0
2025-05-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,1029.0,2
2025-06-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,6477.0,11
2025-07-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,4080.0,7
2025-08-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,4648.0,8
2025-09-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,3180.0,5
2025-10-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,1564.0,3
2025-11-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,0.0,0
2025-12-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,4867.0,8
2026-01-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,2108.0,3
2026-02-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,8359.0,14
2026-03-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,15658.0,26
2026-04-01,sp_cri_geo_elias_fausto,CRI GEO BIOGAS S.A.,SP,ELIAS FAUSTO,23694.0,60629.0,11925.0,20
2024-09-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,0.0,0
2024-10-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,25516.0,18
2024-11-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,48341.0,35
2024-12-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,54536.0,39
2025-01-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,51869.0,37
2025-02-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,57270.0,41
2025-03-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,57001.0,41
2025-04-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,59521.0,43
2025-05-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,64973.0,47
2025-06-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,63043.0,45
2025-07-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,61360.0,44
2025-08-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,63899.0,46
2025-09-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,66780.0,48
2025-10-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,61696.0,44
2025-11-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,62645.0,45
2025-12-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,67979.0,49
2026-01-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,61112.0,44
2026-02-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,75191.0,54
2026-03-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,39887.0,29
2026-04-01,sp_essencis_caieiras,ESSENCIS BIOMETANO S.A.,SP,CAIEIRAS,67200.0,139680.0,63458.0,45
2021-09-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2021-10-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2021-11-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2021-12-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2022-01-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2022-02-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2022-03-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2022-04-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2022-05-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2022-06-01,sp_gasgrid_saopaulo,GASGRID GÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2022-06-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,0.0,0
2022-07-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,3903.0,7
2022-08-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,4471.0,7
2022-09-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,10105.0,17
2022-10-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,20370.0,34
2022-11-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,4486.0,7
2022-12-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,13892.0,23
2023-01-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,15552.0,26
2023-02-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,18224.0,30
2023-03-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,17169.0,29
2023-04-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,5243.0,9
2023-05-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,16298.0,27
2023-06-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,15541.0,26
2023-07-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,9205.0,15
2023-08-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,12930.0,22
2023-09-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,15493.0,26
2023-10-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,16273.0,27
2023-11-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,11188.0,19
2023-12-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,7702.0,13
2024-01-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,6252.0,10
2024-02-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,6928.0,12
2024-03-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,8030.0,13
2024-04-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,9644.0,16
2024-05-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,5689.0,9
2024-06-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,4600.0,8
2024-07-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,4598.0,8
2024-08-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,6389.0,11
2024-09-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,7487.0,12
2024-10-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,4090.0,7
2024-11-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,1754.0,3
2024-12-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,1062.0,2
2025-01-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,7574.0,13
2025-02-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,2723.0,5
2025-03-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,4705.0,8
2025-04-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,6987.0,12
2025-05-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,10762.0,18
2025-06-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,12418.0,21
2025-07-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,10886.0,18
2025-08-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,19251.0,32
2025-09-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,18078.0,30
2025-10-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,17079.0,28
2025-11-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,16851.0,28
2025-12-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,16206.0,27
2026-01-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,17341.0,29
2026-02-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,22397.0,37
2026-03-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,27347.0,46
2026-04-01,sp_metagas_saopaulo,METAGÁS BIOGÁS E ENERGIA S.A,SP,SAO PAULO,30000.0,60000.0,27902.0,47
2025-11-01,sp_onebio_paulinia,BIOMETANO VERDE PAULINIA S.A.,SP,PAULINIA,106867.0,240000.0,21.0,0
2025-12-01,sp_onebio_paulinia,BIOMETANO VERDE PAULINIA S.A.,SP,PAULINIA,106867.0,240000.0,18.0,0
2026-01-01,sp_onebio_paulinia,BIOMETANO VERDE PAULINIA S.A.,SP,PAULINIA,106867.0,240000.0,39.0,0
2026-02-01,sp_onebio_paulinia,BIOMETANO VERDE PAULINIA S.A.,SP,PAULINIA,106867.0,240000.0,113.0,0
2026-03-01,sp_onebio_paulinia,BIOMETANO VERDE PAULINIA S.A.,SP,PAULINIA,106867.0,240000.0,186.0,0
2026-04-01,sp_onebio_paulinia,BIOMETANO VERDE PAULINIA S.A.,SP,PAULINIA,106867.0,240000.0,208.0,0
2024-08-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,0.0,0
2024-09-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,11129.0,5
2024-10-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,47775.0,21
2024-11-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,41240.0,18
2024-12-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,35124.0,15
2025-01-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,20965.0,9
2025-02-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,0.0,0
2025-03-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,1929.0,1
2025-04-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,18508.0,8
2025-05-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,84672.0,37
2025-06-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,98219.0,43
2025-07-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,134176.0,58
2025-08-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,128305.0,56
2025-09-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,105.0,0
2025-10-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,82334.0,36
2025-11-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,73847.0,32
2025-12-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,28084.0,12
2026-01-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,18148.0,8
2026-02-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,211.0,0
2026-03-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,10928.0,5
2026-04-01,sp_raizen_costa_pinto,RAÍZEN-GEO BIOGÁS COSTA PINTO LTDA.,SP,PIRACICABA,130368.0,230016.0,31570.0,14
2023-03-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,0.0,0
2023-04-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,0.0,0
2023-05-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,944.0,1
2023-06-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,27857.0,33
2023-07-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,26544.0,32
2023-08-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,29549.0,35
2023-09-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,23810.0,28
2023-10-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,26740.0,32
2023-11-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,23839.0,28
2023-12-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,24113.0,29
2024-01-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,41578.0,49
2024-02-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,28541.0,34
2024-03-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,33036.0,39
2024-04-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,23571.0,28
2024-05-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,32028.0,38
2024-06-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,16131.0,19
2024-07-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,20593.0,25
2024-08-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,28053.0,33
2024-09-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,25542.0,30
2024-10-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,29983.0,36
2024-11-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,16554.0,20
2024-12-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,35109.0,42
2025-01-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,30040.0,36
2025-02-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,32342.0,39
2025-03-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,7368.0,9
2025-04-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,31378.0,37
2025-05-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,28641.0,34
2025-06-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,22476.0,27
2025-07-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,24942.0,30
2025-08-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,26187.0,31
2025-09-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,36101.0,43
2025-10-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,31077.0,37
2025-11-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,26845.0,32
2025-12-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,40899.0,49
2026-01-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,21947.0,26
2026-02-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,31786.0,38
2026-03-01,sp_zeg_jambeiro,ENGEP AMBIENTAL LTDA,SP,JAMBEIRO,30000.0,84000.0,27045.0,32
