uf,municipality,ibge_code,operator,source_subtype,feedstock,consumption_class,consumer_type,porte,elec_capacity_kw,connection_date,lat,lon,sector,data_confidence,source_name,source_url,dup_group_size
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.35,-42.68,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.36,-42.69,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.39,-42.84,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.03,-43.07,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.42,-42.68,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.41,-42.66,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.39,-42.67,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,74.4,,-20.41,-42.66,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,74.4,,-20.39,-42.71,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,74.25,,-20.38,-42.67,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Jequeri,3135506,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,15.0,,-20.38,-42.67,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Juiz de Fora,3136702,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,672.0,,-21.76,-43.61,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Lagoa Dourada,3137403,(redacted),Biogás - RU,msw_landfill,Rural,PF,Minigeracao,264.0,,-20.89,-44.07,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Lajinha,3137700,NETZERO BRASIL BIOCHAR LTDA,Biogás - Floresta,forestry_residues,Industrial,PJ,Minigeracao,82.42,,-20.16,-41.65,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Leopoldina,3138401,UTE UNIAO RECICLAVEIS RIO NOVO LTDA,Biogás - RU,msw_landfill,Industrial,PJ,Minigeracao,2500.0,,-21.42,-42.51,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Lima Duarte,3138609,(redacted),Biogás-AGR,agricultural_residues,Rural,PF,Microgeracao,61.6,,-21.87,-43.89,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Luz,3138807,MARIO CLEBES SILVA,Biogás - Floresta,forestry_residues,Rural,PJ,Microgeracao,75.0,,-19.74,-45.8,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Machado,3139003,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-21.64,-46.03,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Manhuaçu,3139409,uniao bancaria atletica uba,Biogás - Floresta,forestry_residues,Comercial,PJ,Microgeracao,75.0,,-20.27,-42.07,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Maravilhas,3139706,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-19.47,-44.7,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Matipó,3140902,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,69.0,,-20.3,-42.3,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Monsenhor Paulo,3142601,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-21.76,-45.59,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Monte Belo,3143005,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,60.0,,-21.27,-46.36,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Monte Carmelo,3143104,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,108.0,,-18.76,-47.35,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Monte Carmelo,3143104,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-18.67,-47.47,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Morada Nova de Minas,3143500,(redacted),Biogás - RU,msw_landfill,Rural,PF,Minigeracao,130.0,,-18.86,-45.27,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Onça de Pitangui,3145802,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,96.0,,-19.7,-44.74,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Onça de Pitangui,3145802,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,67.5,,-19.77,-44.74,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Onça de Pitangui,3145802,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,64.8,,-19.79,-44.75,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Oratórios,3145851,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,96.0,,-20.41,-42.79,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Paiva,3146602,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,20.0,,-21.3,-43.4,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,250.0,,-19.8,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,150.0,,-19.8,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Minigeracao,144.0,,-19.46,-45.0,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,120.0,,-19.85,-44.56,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,87.2,,-19.79,-44.63,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - Floresta,forestry_residues,Rural,PF,Microgeracao,75.0,,-19.86,-44.51,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,COOPERATIVA BRASILEIRA DE ACESSO,Biogás - RA,animal_manure_agro,Rural,PJ,Microgeracao,75.0,,-19.79,-44.71,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,COOPERATIVA BRASILEIRA DE ACESSO,Biogás - RA,animal_manure_agro,Rural,PJ,Microgeracao,75.0,,-19.81,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,2
MG,Pará de Minas,3147105,COOPERATIVA BRASILEIRA DE ACESSO,Biogás - RA,animal_manure_agro,Rural,PJ,Microgeracao,75.0,,-19.8,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.8,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,3
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.8,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,3
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.87,-44.73,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.8,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,3
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.77,-44.69,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.81,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.87,-44.56,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-19.83,-44.77,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.93,-44.76,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-19.93,-44.58,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-19.81,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,2
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,74.56,,-19.93,-44.58,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,74.38,,-19.73,-44.63,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,64.8,,-19.8,-44.69,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,64.8,,-19.83,-44.77,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,64.8,,-19.82,-44.65,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás-AGR,agricultural_residues,Rural,PF,Microgeracao,60.0,,-19.8,-44.64,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,60.0,,-19.82,-44.65,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,60.0,,-19.81,-44.66,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,55.5,,-19.8,-44.69,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pará de Minas,3147105,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,55.0,,-19.8,-44.67,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Passos,3147907,(redacted),Biogás - RA,animal_manure_agro,Residencial,PF,Microgeracao,75.0,,-20.64,-46.53,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Passos,3147907,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.72,-46.52,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Passos,3147907,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.73,-46.52,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Passos,3147907,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,74.25,,-20.73,-46.57,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Passos,3147907,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,48.0,,-20.75,-46.43,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Patos de Minas,3148004,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,75.2,,-18.64,-46.59,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Patos de Minas,3148004,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-18.7,-46.62,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Patos de Minas,3148004,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,60.0,,-18.72,-46.67,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Patos de Minas,3148004,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,50.0,,-18.79,-46.68,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Patrocínio,3148103,EMPRESA AGRICOLA FOLHADOS SA,Biogás - RA,animal_manure_agro,Rural,PJ,Minigeracao,208.0,,-18.94,-46.99,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Patrocínio,3148103,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,96.0,,-18.77,-46.94,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pedrinópolis,3149200,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.26,-47.45,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pequi,3149606,(redacted),Biogás - RU,msw_landfill,Rural,PF,Minigeracao,78.0,,-19.64,-44.6,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pequi,3149606,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-19.64,-44.6,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Perdizes,3149804,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,225.0,,-19.43,-47.1,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Piedade de Ponte Nova,3150208,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,264.0,,-20.24,-42.72,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Piedade de Ponte Nova,3150208,(redacted),Biogás - RU,msw_landfill,Rural,PF,Microgeracao,75.0,,-20.24,-42.74,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Piedade de Ponte Nova,3150208,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,60.0,,-20.24,-42.74,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Piranga,3150802,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,264.0,,-20.71,-43.24,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Piranga,3150802,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,75.2,,-20.68,-43.19,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Piranga,3150802,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.69,-43.18,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Piranga,3150802,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.7,-43.23,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Piranga,3150802,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.71,-43.19,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Ponte Nova,3152105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,250.0,,-20.32,-42.9,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Ponte Nova,3152105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,75.2,,-20.44,-42.85,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Ponte Nova,3152105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.42,-42.87,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Ponte Nova,3152105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.35,-42.91,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Ponte Nova,3152105,CONSORCIO VALE VERDE ENERGIA LIMPA,Biogás - RA,animal_manure_agro,Rural,PJ,Microgeracao,75.0,,-20.44,-42.85,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Ponte Nova,3152105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.35,-42.8,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Ponte Nova,3152105,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-20.36,-42.8,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pouso Alto,3152600,(redacted),Biogás - RU,msw_landfill,Rural,PF,Minigeracao,264.0,,-22.23,-44.95,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Pouso Alto,3152600,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Minigeracao,200.0,,-22.18,-44.94,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
MG,Prata,3152808,(redacted),Biogás - RA,animal_manure_agro,Rural,PF,Microgeracao,75.0,,-19.27,-48.9,electricity_gd,primary,ANEEL Geração Distribuída (Dados Abertos),https://dadosabertos.aneel.gov.br/dataset/relacao-de-empreendimentos-de-geracao-distribuida,1
